url,price
https://www.futbin.com/26/player/18690/maradona,3890000
https://www.futbin.com/26/player/18691/arantes-nascimento,4795000
https://www.futbin.com/26/player/18692/nazario-de-lima,9390000
https://www.futbin.com/26/player/18693/zidane,2975000
https://www.futbin.com/26/player/18694/de-assis-moreira,4649000
https://www.futbin.com/26/player/18695/cruyff,3928000
https://www.futbin.com/26/player/18696/hamm,5700000
https://www.futbin.com/26/player/18697/maldini,2450000
https://www.futbin.com/26/player/18698/puskas,1285000
https://www.futbin.com/26/player/18699/franc-dos-santos,801000
https://www.futbin.com/26/player/18700/prinz,125000
https://www.futbin.com/26/player/18701/iniesta-lujan,958000
https://www.futbin.com/26/player/18702/charlton,1040000
https://www.futbin.com/26/player/18703/franz-beckenbauer,1080000
https://www.futbin.com/26/player/18706/muller,341000
https://www.futbin.com/26/player/20061/mohamed-salah,595000
https://www.futbin.com/26/player/20288/alexia-putellas-segura,360000
https://www.futbin.com/26/player/20411/erling-haaland,890000
https://www.futbin.com/26/player/20515/kylian-mbappe,5970000
https://www.futbin.com/26/player/31/mohamed-salah,124000
https://www.futbin.com/26/player/40/kylian-mbappe,1650000
https://www.futbin.com/26/player/105/alexia-putellas-segura,151000
https://www.futbin.com/26/player/111/aitana-bonmati-conca,230000
https://www.futbin.com/26/player/18707/antunes-coimbra,3389000
https://www.futbin.com/26/player/18708/hernandez-creus,400000
https://www.futbin.com/26/player/18709/baggio,238000
https://www.futbin.com/26/player/18710/henry,2075000
https://www.futbin.com/26/player/18711/da-silva-ferreira,2670000
https://www.futbin.com/26/player/18712/carlos-alberto-torres,833000
https://www.futbin.com/26/player/18713/baresi,185000
https://www.futbin.com/26/player/18714/cafu,799000
https://www.futbin.com/26/player/18715/morgan,1790000
https://www.futbin.com/26/player/18717/van-basten,191000
https://www.futbin.com/26/player/18718/sawa,680000
https://www.futbin.com/26/player/18720/ibrahimovic,2770000
https://www.futbin.com/26/player/18918/erling-haaland,370000
https://www.futbin.com/26/player/20289/jude-bellingham,236000
https://www.futbin.com/26/player/20516/harry-kane,505000
https://www.futbin.com/26/player/51/ousmane-dembele,539000
https://www.futbin.com/26/player/61/rodrigo-hernandez-cascante,32750
https://www.futbin.com/26/player/62/virgil-van-dijk,55000
https://www.futbin.com/26/player/67/erling-haaland,35500
https://www.futbin.com/26/player/73/jude-bellingham,36000
https://www.futbin.com/26/player/117/caroline-graham-hansen,163000
https://www.futbin.com/26/player/18721/da-silva-rocha,1174000
https://www.futbin.com/26/player/18722/bergkamp,170000
https://www.futbin.com/26/player/18723/borba-ferreira,420000
https://www.futbin.com/26/player/18724/best,660000
https://www.futbin.com/26/player/18725/gullit,3465000
https://www.futbin.com/26/player/18726/gonzalez-blanco,428000
https://www.futbin.com/26/player/18727/abily,400000
https://www.futbin.com/26/player/18728/seger,158000
https://www.futbin.com/26/player/18729/pirlo,225000
https://www.futbin.com/26/player/18731/miyama,171000
https://www.futbin.com/26/player/18732/matthaus,1400000
https://www.futbin.com/26/player/18733/moore,140000
https://www.futbin.com/26/player/18734/foudy,135000
https://www.futbin.com/26/player/18735/kroos,350000
https://www.futbin.com/26/player/18736/schelin,360000
https://www.futbin.com/26/player/18737/del-piero,470000
https://www.futbin.com/26/player/18919/harry-kane,102000
https://www.futbin.com/26/player/20004/vinicius-jose-de-oliveira-junior,820000
https://www.futbin.com/26/player/20086/khadija-shaw,73500
https://www.futbin.com/26/player/20220/vinicius-jose-de-oliveira-junior,1990000
https://www.futbin.com/26/player/20336/ousmane-dembele,3100000
https://www.futbin.com/26/player/20412/caroline-graham-hansen,2190000
https://www.futbin.com/26/player/20491/vitor-machado-ferreira,100000
https://www.futbin.com/26/player/20520/virgil-van-dijk,1810000
https://www.futbin.com/26/player/20576/maria-pilar-leon-cebrian,35500
https://www.futbin.com/26/player/20578/khadija-shaw,33250
https://www.futbin.com/26/player/41/florian-wirtz,30250
https://www.futbin.com/26/player/47/vinicius-jose-de-oliveira-junior,315000
https://www.futbin.com/26/player/56/federico-valverde,142000
https://www.futbin.com/26/player/68/vitor-machado-ferreira,24000
https://www.futbin.com/26/player/69/harry-kane,24000
https://www.futbin.com/26/player/83/raphael-dias-belloli,99500
https://www.futbin.com/26/player/85/lamine-yamal-nasraoui-ebana,60500
https://www.futbin.com/26/player/86/joshua-kimmich,24000
https://www.futbin.com/26/player/91/achraf-hakimi,64000
https://www.futbin.com/26/player/94/pedro-gonzalez-lopez,24000
https://www.futbin.com/26/player/122/alessia-russo,24000
https://www.futbin.com/26/player/128/maria-francesca-caldentey-oliver,24000
https://www.futbin.com/26/player/133/patricia-guijarro-gutierrez,23750
https://www.futbin.com/26/player/138/khadija-shaw,26000
https://www.futbin.com/26/player/142/maria-pilar-leon-cebrian,25750
https://www.futbin.com/26/player/18738/lahm,230000
https://www.futbin.com/26/player/18739/madeira-caeiro-figo,235000
https://www.futbin.com/26/player/18740/zanetti,206000
https://www.futbin.com/26/player/18741/dalglish,890000
https://www.futbin.com/26/player/18742/nesta,195000
https://www.futbin.com/26/player/18743/sanchez,259000
https://www.futbin.com/26/player/18744/stoichkov,601000
https://www.futbin.com/26/player/18745/ventura-filho,1460000
https://www.futbin.com/26/player/18746/shearer,85000
https://www.futbin.com/26/player/18747/vieira-da-silva,900000
https://www.futbin.com/26/player/18748/smith,239000
https://www.futbin.com/26/player/18750/lineker,82000
https://www.futbin.com/26/player/18751/butragueno-santos,668000
https://www.futbin.com/26/player/18752/totti,979000
https://www.futbin.com/26/player/18753/etoo,1385000
https://www.futbin.com/26/player/18754/cannavaro,419000
https://www.futbin.com/26/player/18755/vieira-de-oliveira,293000
https://www.futbin.com/26/player/18756/puyol-saforcada,183000
https://www.futbin.com/26/player/18757/drogba,416000
https://www.futbin.com/26/player/18758/dos-santos-leite,718000
https://www.futbin.com/26/player/18759/van-nistelrooy,90000
https://www.futbin.com/26/player/18760/cantona,499000
https://www.futbin.com/26/player/18761/jones,142000
https://www.futbin.com/26/player/18814/papin,52500
https://www.futbin.com/26/player/18815/da-silva-ferreira,690000
https://www.futbin.com/26/player/18816/voller,192000
https://www.futbin.com/26/player/18817/kohler,58000
https://www.futbin.com/26/player/18818/morientes-sanchez,60000
https://www.futbin.com/26/player/18819/sasic,25000
https://www.futbin.com/26/player/18820/ayew,200000
https://www.futbin.com/26/player/18821/vialli,40000
